RetainedRef	DuplicateRef
gene=RET1	unassigned_transcript_5782
gene=EMT3	unassigned_transcript_3362
gene=ARG2	unassigned_transcript_3293
gene=YEA4	unassigned_transcript_1620
gene=YAF9	unassigned_transcript_5191
gene=DBP3	unassigned_transcript_2190
gene=VPS70	unassigned_transcript_3501
gene=PHO87	unassigned_transcript_659
gene=COX6	unassigned_transcript_2713
gene=UME6	unassigned_transcript_1183
gene=ARC40	unassigned_transcript_470
gene=SMX3	unassigned_transcript_6457
gene=MMS21	unassigned_transcript_1601
gene=CYR1	unassigned_transcript_3365
gene=HEM3	unassigned_transcript_768
gene=ESC1	unassigned_transcript_4851
gene=ATG22	unassigned_transcript_572
gene=HBN1	unassigned_transcript_584
gene=ATG33	unassigned_transcript_4339
gene=MXR2	unassigned_transcript_577
gene=SOL2	unassigned_transcript_691
gene=MAD3	unassigned_transcript_3354
gene=RPF1	unassigned_transcript_2758
gene=ALR1	unassigned_transcript_5426
gene=YIA6	unassigned_transcript_3087
gene=SND1	unassigned_transcript_1165
gene=ARC15	unassigned_transcript_3026
gene=MEK1	unassigned_transcript_5928
gene=CFT1	unassigned_transcript_1287
gene=YSR3	unassigned_transcript_3821
gene=TFC1	unassigned_transcript_355
gene=SNU114	unassigned_transcript_3590
gene=CIN4	unassigned_transcript_4762
gene=MLC2	unassigned_transcript_6463
gene=TRM5	unassigned_transcript_2736
gene=YGL176C	unassigned_transcript_2090
gene=ZEO1	unassigned_transcript_5447
gene=RER1	unassigned_transcript_608
gene=LCL2	unassigned_transcript_4047
gene=NEM1	unassigned_transcript_2656
gene=BSC4	unassigned_transcript_5037
gene=NOB1	unassigned_transcript_5626
gene=MSY1	unassigned_transcript_6163
gene=YEL075C	unassigned_transcript_1538
gene=YMR320W	unassigned_transcript_4962
gene=SOV1	unassigned_transcript_4681
gene=NIT2	unassigned_transcript_3234
gene=GSR1	unassigned_transcript_4935
gene=TUP1	unassigned_transcript_700
gene=ICY1	unassigned_transcript_4826
gene=YHR213W-A	unassigned_transcript_2894
gene=TOR2	unassigned_transcript_3561
gene=GPP1	unassigned_transcript_3035
gene=RSM7	unassigned_transcript_3489
gene=PDR15	unassigned_transcript_1404
gene=DAM1	unassigned_transcript_2400
gene=PSE1	unassigned_transcript_4948
gene=TDP1	unassigned_transcript_459
gene=PDR12	unassigned_transcript_6205
gene=UTR2	unassigned_transcript_1576
gene=YKR015C	unassigned_transcript_3783
gene=YMR272W-B	unassigned_transcript_4911
gene=SFC1	unassigned_transcript_3468
gene=ECM22	unassigned_transcript_4206
gene=PMP3	unassigned_transcript_1263
gene=LAF1	unassigned_transcript_4720
gene=ETT1	unassigned_transcript_5623
gene=YCR025C	unassigned_transcript_644
gene=VAN1	unassigned_transcript_4473
gene=SIF2	unassigned_transcript_336
gene=LRO1	unassigned_transcript_5315
gene=NIC96	unassigned_transcript_1930
gene=YNG2	unassigned_transcript_2760
gene=CCP1	unassigned_transcript_3835
gene=IST2	unassigned_transcript_321
gene=AIT1	unassigned_transcript_792
gene=TTI2	unassigned_transcript_3513
gene=EMP24	unassigned_transcript_2067
gene=YIR021W-A	unassigned_transcript_3119
gene=YBL036C	unassigned_transcript_179
gene=JIP5	unassigned_transcript_6444
gene=YLR046C	unassigned_transcript_3991
gene=YJR015W	unassigned_transcript_3386
gene=TAD1	unassigned_transcript_2023
gene=YGL007C-A	unassigned_transcript_2262
gene=YPC1	unassigned_transcript_414
gene=GEF1	unassigned_transcript_3408
gene=SEI1	unassigned_transcript_4388
gene=IMD3	unassigned_transcript_4421
gene=ADE8	unassigned_transcript_1406
gene=ATG36	unassigned_transcript_3175
gene=MRX10	unassigned_transcript_1269
gene=PMS1	unassigned_transcript_5216
gene=TIR3	unassigned_transcript_3079
gene=PLM2	unassigned_transcript_1492
gene=RSC2	unassigned_transcript_4340
gene=RTS3	unassigned_transcript_2450
gene=OST4	unassigned_transcript_742
gene=RTC4	unassigned_transcript_5051
gene=SLX5	unassigned_transcript_949
gene=VPS1	unassigned_transcript_3769
gene=HEH2	unassigned_transcript_1450
gene=TUS1	unassigned_transcript_4415
gene=AVL9	unassigned_transcript_4060
gene=MON2	unassigned_transcript_5004
gene=RIO2	unassigned_transcript_5096
gene=YBR238C	unassigned_transcript_474
gene=POS5	unassigned_transcript_6072
gene=MRX12	unassigned_transcript_3372
gene=MEF2	unassigned_transcript_3260
gene=FOL1	unassigned_transcript_5049
gene=SPO12	unassigned_transcript_2827
gene=YDL009C	unassigned_transcript_952
gene=CAM1	unassigned_transcript_6216
gene=MHF2	unassigned_transcript_809
gene=PDR18	unassigned_transcript_5380
gene=MRPL4	unassigned_transcript_4428
gene=NOP15	unassigned_transcript_5189
gene=TEF2	unassigned_transcript_350
gene=KRE28	unassigned_transcript_1525
gene=STP3	unassigned_transcript_4359
gene=SLK19	unassigned_transcript_5773
gene=RXT2	unassigned_transcript_330
gene=YLR122C	unassigned_transcript_4068
gene=PAP2	unassigned_transcript_5441
gene=KTI12	unassigned_transcript_3648
gene=CTF4	unassigned_transcript_6398
gene=YNCG0033W	unassigned_transcript_2412
gene=SLM1	unassigned_transcript_2979
gene=SGM1	unassigned_transcript_3510
gene=ECM11	unassigned_transcript_1439
gene=GUD1	unassigned_transcript_736
gene=NAF1	unassigned_transcript_5177
gene=YGR210C	unassigned_transcript_2512
gene=DPH1	unassigned_transcript_2982
gene=FPR4	unassigned_transcript_4437
gene=SLM4	unassigned_transcript_308
gene=GGA1	unassigned_transcript_1350
gene=YOL164W-A	unassigned_transcript_5391
gene=BNR1	unassigned_transcript_2923
gene=YPR196W	unassigned_transcript_6471
gene=DYN3	unassigned_transcript_4939
gene=RCF2	unassigned_transcript_5325
gene=LST4	unassigned_transcript_3587
gene=CAB4	unassigned_transcript_2578
gene=GDH3	unassigned_transcript_10
gene=ERD1	unassigned_transcript_1411
gene=YGK1	unassigned_transcript_2163
gene=SMY2	unassigned_transcript_404
gene=LEO1	unassigned_transcript_5693
gene=TEL2	unassigned_transcript_2381
gene=CTH1	unassigned_transcript_1126
gene=UTP8	unassigned_transcript_2417
gene=RPS31	unassigned_transcript_4147
gene=YNCM0010W	unassigned_transcript_4612
gene=YFS1	unassigned_transcript_6229
gene=MRX3	unassigned_transcript_122
gene=BFR1	unassigned_transcript_5776
gene=YNL234W	unassigned_transcript_5070
gene=ZIP2	unassigned_transcript_2016
gene=SEC10	unassigned_transcript_4146
gene=ZIP1	unassigned_transcript_1272
gene=RDS2	unassigned_transcript_6127
gene=MET7	unassigned_transcript_5816
gene=MGR3	unassigned_transcript_4736
gene=RTG1	unassigned_transcript_5494
gene=TRM13	unassigned_transcript_5431
gene=IVY1	unassigned_transcript_1211
gene=COX16	unassigned_transcript_3367
gene=PIR1	unassigned_transcript_3599
gene=ZDS2	unassigned_transcript_4479
gene=ARF3	unassigned_transcript_5666
gene=PEX4	unassigned_transcript_2422
gene=MTC3	unassigned_transcript_2040
gene=RAD23	unassigned_transcript_1579
gene=AIM4	unassigned_transcript_424
gene=RSO55	unassigned_transcript_4259
gene=PRC1	unassigned_transcript_4937
gene=TOM6	unassigned_transcript_5618
gene=SNR75	unassigned_transcript_4618
gene=MSS4	unassigned_transcript_1184
gene=YHR078W	unassigned_transcript_2746
gene=YEL1	unassigned_transcript_154
gene=SER2	unassigned_transcript_2510
gene=YNCG0021W	unassigned_transcript_2293
gene=YNCG0021W	gene=YNCK0018C
gene=YNCG0021W	unassigned_transcript_3807
gene=YNCG0021W	gene=YNCL0040W
gene=YNCG0021W	unassigned_transcript_4313
gene=RRT14	unassigned_transcript_2957
gene=BUD7	unassigned_transcript_5876
gene=HAT2	unassigned_transcript_1557
gene=RPC37	unassigned_transcript_3793
gene=SLI1	unassigned_transcript_2514
gene=ENV7	unassigned_transcript_6024
gene=ADH4	unassigned_transcript_2008
gene=MAM33	unassigned_transcript_3018
gene=ECM13	unassigned_transcript_171
gene=SYF2	unassigned_transcript_2418
gene=YOL155W-A	unassigned_transcript_5402
gene=MCR1	unassigned_transcript_3612
gene=TPK3	unassigned_transcript_3596
gene=NMA1	unassigned_transcript_4308
gene=MTW1	unassigned_transcript_36
gene=EBS1	unassigned_transcript_1182
gene=UFO1	unassigned_transcript_4501
gene=ADY2	unassigned_transcript_622
gene=MCM3	unassigned_transcript_1585
gene=YBR137W	unassigned_transcript_368
gene=MME1	unassigned_transcript_4792
gene=MNE1	unassigned_transcript_5927
gene=RAD53	unassigned_transcript_6107
gene=PXL1	unassigned_transcript_3860
gene=TIF5	unassigned_transcript_6307
gene=GZF3	unassigned_transcript_3251
gene=ALG3	unassigned_transcript_134
gene=LCP5	unassigned_transcript_1770
gene=CSE4	unassigned_transcript_3716
gene=YMR315W-A	unassigned_transcript_4956
gene=SNR66	unassigned_transcript_5282
gene=ERV14	unassigned_transcript_2213
gene=NUR1	unassigned_transcript_878
gene=NTA1	unassigned_transcript_3436
gene=ROX1	unassigned_transcript_6328
gene=FEN2	unassigned_transcript_648
gene=ECM14	unassigned_transcript_2802
gene=UBP10	unassigned_transcript_5114
gene=COQ6	unassigned_transcript_2558
gene=KGD2	unassigned_transcript_1124
gene=RSM23	unassigned_transcript_2136
gene=POL30	unassigned_transcript_323
gene=CCC1	unassigned_transcript_4194
gene=MAL12	unassigned_transcript_2591
gene=YHL008C	unassigned_transcript_2644
gene=PRP22	unassigned_transcript_1639
gene=NUP120	unassigned_transcript_3708
gene=PRM3	unassigned_transcript_6067
gene=YOR385W	unassigned_transcript_5961
gene=MOH1	unassigned_transcript_165
gene=YNCB0016W	unassigned_transcript_314
gene=YNCB0016W	gene=YNCD0012W
gene=YNCB0016W	unassigned_transcript_1031
gene=YNCB0016W	gene=YNCG0023C
gene=YNCB0016W	unassigned_transcript_2304
gene=YNCB0016W	gene=YNCJ0006W
gene=YNCB0016W	unassigned_transcript_3248
gene=YNCB0016W	gene=YNCJ0012W
gene=YNCB0016W	unassigned_transcript_3323
gene=YNCB0016W	gene=YNCJ0013C
gene=YNCB0016W	unassigned_transcript_3330
gene=YNCB0016W	gene=YNCJ0026W
gene=YNCB0016W	unassigned_transcript_3428
gene=YNCB0016W	gene=YNCL0008W
gene=YNCB0016W	unassigned_transcript_4086
gene=YNCB0016W	gene=YNCM0024W
gene=YNCB0016W	unassigned_transcript_4716
gene=YNCB0016W	gene=YNCO0019W
gene=YNCB0016W	unassigned_transcript_5701
gene=YEL009C-A	unassigned_transcript_1613
gene=TVP23	unassigned_transcript_1058
gene=SWC5	unassigned_transcript_467
gene=GND1	unassigned_transcript_2861
gene=SPS18	unassigned_transcript_5098
gene=IML1	unassigned_transcript_3515
gene=EUG1	unassigned_transcript_1509
gene=TYS1	unassigned_transcript_2485
gene=SSM4	unassigned_transcript_3058
gene=SUN4	unassigned_transcript_5233
gene=ERR3	unassigned_transcript_4965
gene=CTR9	unassigned_transcript_5412
gene=TFB1	unassigned_transcript_1298
gene=YFR035C	unassigned_transcript_1976
gene=LSM8	unassigned_transcript_3391
gene=MLF3	unassigned_transcript_5224
gene=ESL1	unassigned_transcript_2932
gene=YMR030W-A	unassigned_transcript_4642
gene=YNCH0006C	unassigned_transcript_2678
gene=YNCH0006C	gene=YNCK0008W
gene=YNCH0006C	unassigned_transcript_3642
gene=VMA2	unassigned_transcript_359
gene=FCP1	unassigned_transcript_4916
gene=YDC1	unassigned_transcript_6174
gene=SUL2	unassigned_transcript_4035
gene=PBN1	unassigned_transcript_559
gene=SKA1	unassigned_transcript_3743
gene=HCH1	unassigned_transcript_5025
gene=BCY1	unassigned_transcript_3056
gene=NHA1	unassigned_transcript_4082
gene=MHT1	unassigned_transcript_3883
gene=CSR1	unassigned_transcript_4365
gene=YJL136W-A	unassigned_transcript_3222
gene=IRR1	unassigned_transcript_3062
gene=DHR2	unassigned_transcript_3684
gene=RRP5	unassigned_transcript_4861
unassigned_transcript_2481	unassigned_transcript_3778
gene=PPA2	unassigned_transcript_4904
gene=SRP72	unassigned_transcript_6050
gene=TRM7	unassigned_transcript_292
gene=ATP23	unassigned_transcript_5327
gene=IDH1	unassigned_transcript_5266
gene=NPL4	unassigned_transcript_402
gene=MPC2	unassigned_transcript_2838
gene=FOL3	unassigned_transcript_4734
gene=RIT1	unassigned_transcript_4922
gene=MHF1	unassigned_transcript_5475
gene=SEC53	unassigned_transcript_1876
gene=SNR128	unassigned_transcript_3208
gene=YNCE0008C	unassigned_transcript_1609
gene=UPF3	unassigned_transcript_2352
gene=CPP2	unassigned_transcript_1186
gene=PEP3	unassigned_transcript_4093
gene=SSK2	unassigned_transcript_5337
gene=YNL190W	unassigned_transcript_5110
gene=FMC1	unassigned_transcript_2988
gene=YGR273C	unassigned_transcript_2574
gene=SYG1	unassigned_transcript_3041
gene=YMR196W	unassigned_transcript_4827
gene=LPX2	unassigned_transcript_3715
gene=PDH1	unassigned_transcript_6263
gene=GLG1	unassigned_transcript_3826
gene=QRI7	unassigned_transcript_865
gene=DDI1	unassigned_transcript_1796
gene=UTR5	unassigned_transcript_1581
gene=RTN2	unassigned_transcript_770
gene=KRI1	unassigned_transcript_4994
gene=MKS1	unassigned_transcript_5222
gene=DPL1	unassigned_transcript_1280
gene=PRP43	unassigned_transcript_2145
gene=VHS3	unassigned_transcript_5625
gene=MSS51	unassigned_transcript_4178
gene=SEC13	unassigned_transcript_4183
gene=EFM6	unassigned_transcript_5284
gene=COX8	unassigned_transcript_4381
gene=PPN2	unassigned_transcript_5086
gene=RTC5	unassigned_transcript_5689
gene=KIC1	unassigned_transcript_2771
gene=WAR1	unassigned_transcript_4513
gene=ETR1	unassigned_transcript_251
gene=CBP2	unassigned_transcript_2608
gene=TPK2	unassigned_transcript_6056
gene=HST4	unassigned_transcript_1169
gene=AIM22	unassigned_transcript_3320
gene=ALD3	unassigned_transcript_4795
gene=CDC37	unassigned_transcript_1142
gene=YGR016C-A	unassigned_transcript_2286
gene=TMT1	unassigned_transcript_1834
gene=VTA1	unassigned_transcript_4159
gene=YNCP0002W	unassigned_transcript_6012
gene=SHQ1	unassigned_transcript_2981
gene=SKP1	unassigned_transcript_1320
gene=GAL10	unassigned_transcript_243
gene=MRX4	unassigned_transcript_6092
gene=MPH3	unassigned_transcript_3537
gene=AAP1	unassigned_transcript_2708
gene=YRB2	unassigned_transcript_3025
gene=SKI8	unassigned_transcript_2051
gene=NFU1	unassigned_transcript_3725
gene=SRX1	unassigned_transcript_3676
gene=GDH1	unassigned_transcript_5950
gene=EAF6	unassigned_transcript_3454
gene=DDR48	unassigned_transcript_4799
gene=ELP4	unassigned_transcript_6159
gene=MKK2	unassigned_transcript_6121
gene=TIM54	unassigned_transcript_3309
gene=RPB3	unassigned_transcript_3066
gene=LYS2	unassigned_transcript_348
gene=SGD1	unassigned_transcript_4320
gene=BUD3	unassigned_transcript_597
gene=YHL005C	unassigned_transcript_2647
gene=DRE2	unassigned_transcript_3840
gene=RPL4A	unassigned_transcript_256
gene=YEL025C	unassigned_transcript_1593
gene=GPH1	unassigned_transcript_6435
gene=RPS8A	unassigned_transcript_143
gene=COQ4	unassigned_transcript_1180
gene=KEG1	unassigned_transcript_1985
gene=YNCE0021C	unassigned_transcript_1779
gene=YNCE0021C	gene=YNCM0020W
gene=YNCE0021C	unassigned_transcript_4659
gene=YNCG0011W	unassigned_transcript_2168
gene=SNF2	unassigned_transcript_5865
gene=CDC9	unassigned_transcript_807
gene=PSD1	unassigned_transcript_5127
gene=YPS1	unassigned_transcript_4066
gene=TGL5	unassigned_transcript_5654
gene=NRP1	unassigned_transcript_804
gene=TOA2	unassigned_transcript_3707
gene=CUS1	unassigned_transcript_4874
gene=VID30	unassigned_transcript_2038
gene=YHR212W-A	unassigned_transcript_2892
gene=BZZ1	unassigned_transcript_2783
gene=MTC7	unassigned_transcript_1583
gene=SPB1	unassigned_transcript_558
gene=MRPL13	unassigned_transcript_3774
gene=YNCG0046W	unassigned_transcript_2559
gene=PRE2	unassigned_transcript_6365
gene=PSP1	unassigned_transcript_1496
gene=SFH1	unassigned_transcript_4301
gene=PER1	unassigned_transcript_667
gene=YND1	unassigned_transcript_1628
gene=IKI1	unassigned_transcript_2866
gene=VNX1	unassigned_transcript_4982
gene=APA2	unassigned_transcript_1523
gene=RQC1	unassigned_transcript_1325
gene=GRE1	unassigned_transcript_6037
gene=PRP4	unassigned_transcript_6453
gene=CMG1	unassigned_transcript_4250
gene=MFM1	unassigned_transcript_6200
gene=TOD6	unassigned_transcript_161
gene=NSL1	unassigned_transcript_6027
gene=YBT1	unassigned_transcript_3896
gene=EPL1	unassigned_transcript_1898
gene=YRO2	unassigned_transcript_281
gene=RTR1	unassigned_transcript_1792
gene=FOX2	unassigned_transcript_3777
gene=HOL1	unassigned_transcript_5365
gene=AAD6	unassigned_transcript_1865
gene=SDA1	unassigned_transcript_2548
gene=NSE3	unassigned_transcript_1275
gene=YAH1	unassigned_transcript_6008
gene=SFL1	unassigned_transcript_5709
gene=YNCP0016W	unassigned_transcript_6371
gene=NOP6	unassigned_transcript_759
gene=SUT1	unassigned_transcript_2104
gene=CBP4	unassigned_transcript_2474
gene=SHU1	unassigned_transcript_2646
gene=KIP1	unassigned_transcript_152
gene=RME1	unassigned_transcript_2326
gene=YIL102C	unassigned_transcript_2984
gene=FAA2	unassigned_transcript_1642
gene=YDR102C	unassigned_transcript_1079
gene=FIG1	unassigned_transcript_267
gene=RAT1	unassigned_transcript_5621
gene=YPR172W	unassigned_transcript_6448
gene=SAC3	unassigned_transcript_1133
gene=FBP26	unassigned_transcript_3203
gene=BYE1	unassigned_transcript_3764
gene=CAR1	unassigned_transcript_6150
gene=SPO75	unassigned_transcript_3938
gene=ENA1	unassigned_transcript_1012
gene=MIC10	unassigned_transcript_553
gene=ISA2	unassigned_transcript_6330
gene=MRPS17	unassigned_transcript_4817
gene=SMP1	unassigned_transcript_412
gene=PPZ2	unassigned_transcript_1430
gene=MIN7	unassigned_transcript_435
gene=OSH7	unassigned_transcript_2652
gene=TCB2	unassigned_transcript_5211
gene=RPL24A	unassigned_transcript_2238
gene=ADO1	unassigned_transcript_3479
gene=BIT61	unassigned_transcript_3305
gene=MBP1	unassigned_transcript_910
gene=MCM16	unassigned_transcript_6311
gene=SHS1	unassigned_transcript_748
gene=TOP1	unassigned_transcript_5562
gene=COS2	unassigned_transcript_539
gene=COS2	gene=COS3
gene=COS2	unassigned_transcript_4455
gene=KEX1	unassigned_transcript_2062
gene=PUS5	unassigned_transcript_4145
gene=MDM36	unassigned_transcript_6345
gene=EXP1	unassigned_transcript_849
gene=VPS54	unassigned_transcript_990
gene=IDP2	unassigned_transcript_4152
gene=LEU1	unassigned_transcript_2260
gene=YMR105W-A	unassigned_transcript_4724
gene=NDI1	unassigned_transcript_4468
gene=FLO1	unassigned_transcript_96
gene=FAR11	unassigned_transcript_5174
gene=CCT7	unassigned_transcript_3250
gene=HRP1	unassigned_transcript_5433
gene=UGA3	unassigned_transcript_801
gene=XKS1	unassigned_transcript_2495
gene=MDM1	unassigned_transcript_4484
gene=AIM25	unassigned_transcript_3473
gene=ISR1	unassigned_transcript_6368
gene=BCK2	unassigned_transcript_1826
gene=RAD54	unassigned_transcript_2103
gene=YLR001C	unassigned_transcript_3943
gene=RPT4	unassigned_transcript_5833
gene=SNO1	unassigned_transcript_4712
gene=TVP15	unassigned_transcript_1077
gene=DSS1	unassigned_transcript_4927
gene=FIG4	unassigned_transcript_4979
gene=GEA2	unassigned_transcript_1596
gene=SPO24	unassigned_transcript_6303
gene=KTR3	unassigned_transcript_439
gene=BTN2	unassigned_transcript_2429
gene=TRL1	unassigned_transcript_3276
gene=BIT2	unassigned_transcript_507
gene=NEJ1	unassigned_transcript_4245
gene=GON7	unassigned_transcript_3176
gene=GSP2	unassigned_transcript_5758
gene=CHS3	unassigned_transcript_248
gene=MPD1	unassigned_transcript_5862
gene=SMT1	unassigned_transcript_3211
gene=YMR075C-A	unassigned_transcript_4691
gene=CCT5	unassigned_transcript_3438
gene=MET16	unassigned_transcript_6442
gene=CHS1	unassigned_transcript_5108
gene=TAH11	unassigned_transcript_3415
gene=MET32	unassigned_transcript_1234
gene=RTT103	unassigned_transcript_1276
gene=YBR072C-A	unassigned_transcript_304
gene=PRD1	unassigned_transcript_554
gene=SLM5	unassigned_transcript_641
gene=IES6	unassigned_transcript_1572
gene=MSN5	unassigned_transcript_1327
gene=STB5	unassigned_transcript_2855
gene=LCB2	unassigned_transcript_1035
gene=SRV2	unassigned_transcript_5161
gene=FLC3	unassigned_transcript_2127
gene=FYV4	unassigned_transcript_2725
gene=CEP3	unassigned_transcript_4794
gene=HSP26	unassigned_transcript_303
gene=SPC34	unassigned_transcript_3805
gene=YGR266W	unassigned_transcript_2568
gene=SNR81	unassigned_transcript_5513
gene=NHP2	unassigned_transcript_765
gene=YGR079W	unassigned_transcript_2358
gene=COQ8	unassigned_transcript_2146
gene=DAL3	unassigned_transcript_3130
gene=YBP2	unassigned_transcript_2207
gene=PET127	unassigned_transcript_5587
gene=UFE1	unassigned_transcript_5648
gene=YKR018C	unassigned_transcript_3786
gene=CCW14	unassigned_transcript_4377
gene=YNCC0005W	unassigned_transcript_619
gene=YNCC0005W	gene=YNCF0004C
gene=YNCC0005W	unassigned_transcript_1923
gene=YNCC0005W	gene=YNCO0018W
gene=YNCC0005W	unassigned_transcript_5659
gene=MSE1	unassigned_transcript_5530
gene=HMT1	unassigned_transcript_259
gene=ECM29	unassigned_transcript_2616
gene=KOG1	unassigned_transcript_2865
gene=EGO2	unassigned_transcript_693
gene=TGS1	unassigned_transcript_6103
gene=SSA1	unassigned_transcript_67
gene=PAU11	unassigned_transcript_2002
gene=MRPL7	unassigned_transcript_1218
gene=MNL1	unassigned_transcript_2884
gene=DSK2	unassigned_transcript_4915
gene=AAH1	unassigned_transcript_5157
gene=LOG1	unassigned_transcript_3308
gene=RPS26B	unassigned_transcript_1774
gene=MIN6	unassigned_transcript_175
gene=FRE7	unassigned_transcript_5406
gene=CYC8	unassigned_transcript_346
gene=ECM10	unassigned_transcript_1587
gene=SPG5	unassigned_transcript_4820
gene=GTR2	unassigned_transcript_2460
gene=ELF1	unassigned_transcript_3603
gene=YCK3	unassigned_transcript_1766
gene=NPT1	unassigned_transcript_5784
gene=PAU20	unassigned_transcript_5395
gene=PCL6	unassigned_transcript_1695
gene=MEU1	unassigned_transcript_3960
gene=GAT1	unassigned_transcript_1901
gene=RAD16	unassigned_transcript_347
gene=RSM22	unassigned_transcript_3607
gene=POL4	unassigned_transcript_625
gene=FDC1	unassigned_transcript_1530
gene=YJL007C	unassigned_transcript_3361
gene=TPO4	unassigned_transcript_5847
gene=EXO70	unassigned_transcript_3277
gene=HIR1	unassigned_transcript_210
gene=VPS27	unassigned_transcript_5313
gene=TIM18	unassigned_transcript_5873
gene=ATP18	unassigned_transcript_4507
gene=SCW4	unassigned_transcript_2580
gene=ARF1	unassigned_transcript_781
gene=IZH1	unassigned_transcript_1483
gene=EMI2	unassigned_transcript_1507
gene=EMI1	unassigned_transcript_1503
gene=YDR249C	unassigned_transcript_1231
gene=YNCD0016C	unassigned_transcript_1146
gene=YNCD0016C	gene=YNCE0014W
gene=YNCD0016C	unassigned_transcript_1681
unassigned_transcript_4105	unassigned_transcript_4115
gene=CUR1	unassigned_transcript_6424
gene=YSH1	unassigned_transcript_4257
gene=DMA1	unassigned_transcript_2784
gene=GIS4	unassigned_transcript_4592
gene=LPD1	unassigned_transcript_1905
gene=TIF35	unassigned_transcript_1425
gene=RSC6	unassigned_transcript_674
gene=RPT6	unassigned_transcript_2220
gene=SIA1	unassigned_transcript_5707
gene=RPC10	unassigned_transcript_2818
gene=RPA49	unassigned_transcript_5057
gene=FTR1	unassigned_transcript_1798
gene=BUD14	unassigned_transcript_80
gene=TPP1	unassigned_transcript_4779
gene=RRI1	unassigned_transcript_756
gene=AXL2	unassigned_transcript_2942
gene=COX7	unassigned_transcript_4893
gene=MFT1	unassigned_transcript_4528
gene=RGP1	unassigned_transcript_1113
gene=TLG1	unassigned_transcript_1460
gene=RCM1	unassigned_transcript_5286
gene=PFA5	unassigned_transcript_1451
gene=MET28	unassigned_transcript_3111
gene=VPS34	unassigned_transcript_4216
gene=MFA2	unassigned_transcript_5153
gene=CIA1	unassigned_transcript_1256
gene=SWC7	unassigned_transcript_4370
gene=YOR343C	unassigned_transcript_5916
gene=UBP3	unassigned_transcript_1806
gene=ENV11	unassigned_transcript_2351
gene=YGR111W	unassigned_transcript_2398
gene=KTD1	unassigned_transcript_89
gene=FIT2	unassigned_transcript_5958
gene=YDL109C	unassigned_transcript_860
gene=CTP1	unassigned_transcript_527
gene=JIP3	unassigned_transcript_4311
gene=ECM25	unassigned_transcript_3160
gene=WSS1	unassigned_transcript_2805
gene=RAD2	unassigned_transcript_2562
gene=MCT1	unassigned_transcript_5795
gene=VTC2	unassigned_transcript_1921
gene=CDC34	unassigned_transcript_1025
gene=PDS1	unassigned_transcript_1090
gene=TPI1	unassigned_transcript_1022
unassigned_transcript_4102	unassigned_transcript_4112
gene=VMR1	unassigned_transcript_2611
gene=SWT1	unassigned_transcript_5739
gene=RBA50	unassigned_transcript_1519
gene=DCR2	unassigned_transcript_4344
gene=PRM9	unassigned_transcript_91
gene=GPI13	unassigned_transcript_3910
gene=JJJ1	unassigned_transcript_5076
gene=MSS2	unassigned_transcript_862
gene=MRPL28	unassigned_transcript_1455
gene=BET3	unassigned_transcript_3837
gene=YER175W-A	unassigned_transcript_1835
gene=RPO21	unassigned_transcript_828
gene=YDR514C	unassigned_transcript_1505
gene=MMS4	unassigned_transcript_333
gene=IMA1	unassigned_transcript_2588
gene=CRR1	unassigned_transcript_4188
gene=GFD2	unassigned_transcript_574
gene=VHR1	unassigned_transcript_3032
gene=ERB1	unassigned_transcript_4662
gene=SUP35	unassigned_transcript_1149
gene=ENB1	unassigned_transcript_5399
gene=LAT1	unassigned_transcript_5227
gene=TCD1	unassigned_transcript_2655
gene=NTG2	unassigned_transcript_5520
gene=THI22	unassigned_transcript_6386
gene=YOR111W	unassigned_transcript_5682
gene=ENV9	unassigned_transcript_5821
gene=YBR284W	unassigned_transcript_520
gene=UMP1	unassigned_transcript_405
gene=DAL81	unassigned_transcript_3121
gene=PUL4	unassigned_transcript_5373
gene=MRPL9	unassigned_transcript_2522
gene=LSM4	unassigned_transcript_1755
gene=MTC4	unassigned_transcript_491
gene=PIB1	unassigned_transcript_1300
gene=RPN4	unassigned_transcript_943
gene=ERF2	unassigned_transcript_4222
gene=AOS1	unassigned_transcript_6455
gene=UGA2	unassigned_transcript_227
gene=MCP1	unassigned_transcript_5802
gene=TAM41	unassigned_transcript_2328
gene=DBF4	unassigned_transcript_1024
gene=FCF1	unassigned_transcript_1331
gene=PRP42	unassigned_transcript_1216
gene=MBR1	unassigned_transcript_3669
gene=PET130	unassigned_transcript_3349
unassigned_transcript_1536	unassigned_transcript_4451
gene=YKR070W	unassigned_transcript_3839
gene=YAT2	unassigned_transcript_1652
gene=IRC8	unassigned_transcript_3313
gene=FKH2	unassigned_transcript_5230
gene=EGO4	unassigned_transcript_5342
gene=DBP1	unassigned_transcript_6142
gene=YNR014W	unassigned_transcript_5321
gene=TYW1	unassigned_transcript_6053
gene=AKR2	unassigned_transcript_5605
gene=SHB17	unassigned_transcript_3812
gene=PRS1	unassigned_transcript_3583
gene=YHR125W	unassigned_transcript_2795
gene=MRPS5	unassigned_transcript_487
gene=PPG1	unassigned_transcript_5338
gene=MRPL1	unassigned_transcript_1093
gene=BAS1	unassigned_transcript_3870
gene=SNR5	unassigned_transcript_5852
gene=DBF20	unassigned_transcript_6374
gene=PMT2	unassigned_transcript_49
gene=INA1	unassigned_transcript_4402
gene=JLP2	unassigned_transcript_4756
gene=YJL206C	unassigned_transcript_3156
